shape,rate,shift,llh.missing,llh.all
79.6875,3.46875,22.875,-204.883215298711,-204.883215298711
77.8125,3.28125,23.125,-204.438236175505,-204.438236175505
77.8125,3.28125,23.375,-204.55126471356,-204.55126471356
77.8125,3.34375,23.125,-204.817389767229,-204.817389767229
77.8125,3.34375,23.375,-205.45991697606,-205.45991697606
78.4375,3.28125,23.125,-204.562970050043,-204.562970050043
78.4375,3.28125,23.375,-204.437416047788,-204.437416047788
78.4375,3.34375,23.125,-204.540021023917,-204.540021023917
78.4375,3.34375,23.375,-204.95712312825,-204.95712312825
77.8125,3.28125,23.625,-204.975274548152,-204.975274548152
77.8125,3.28125,23.875,-205.697807722282,-205.697807722282
77.8125,3.34375,23.625,-206.39813698597,-206.39813698597
77.8125,3.34375,23.875,-207.619375594832,-207.619375594832
78.4375,3.28125,23.625,-204.630695955614,-204.630695955614
78.4375,3.28125,23.875,-205.130339827188,-205.130339827188
78.4375,3.34375,23.625,-205.677974812113,-205.677974812113
78.4375,3.34375,23.875,-206.689879632339,-206.689879632339
77.8125,3.40625,23.125,-206.052551304419,-206.052551304419
77.8125,3.40625,23.375,-207.189279029916,-207.189279029916
77.8125,3.46875,23.125,-208.039857935393,-208.039857935393
78.4375,3.40625,23.125,-205.409443058882,-205.409443058882
78.4375,3.40625,23.375,-206.334152700978,-206.334152700978
78.4375,3.46875,23.125,-207.066089312087,-207.066089312087
78.4375,3.40625,23.625,-207.54695945365,-207.54695945365
79.0625,3.28125,23.125,-204.869272475976,-204.869272475976
79.0625,3.28125,23.375,-204.500436917097,-204.500436917097
79.0625,3.34375,23.125,-204.433105290192,-204.433105290192
79.0625,3.34375,23.375,-204.619887388263,-204.619887388263
79.6875,3.28125,23.125,-205.359740281811,-205.359740281811
79.6875,3.28125,23.375,-204.743032273977,-204.743032273977
79.6875,3.34375,23.125,-204.499426111091,-204.499426111091
79.6875,3.34375,23.375,-204.451097173412,-204.451097173412
79.0625,3.28125,23.625,-204.458210639515,-204.458210639515
79.0625,3.28125,23.875,-204.730114816713,-204.730114816713
79.0625,3.34375,23.625,-205.118405574971,-205.118405574971
79.0625,3.34375,23.875,-205.915945678796,-205.915945678796
79.6875,3.28125,23.625,-204.460630234158,-204.460630234158
79.6875,3.28125,23.875,-204.500049086332,-204.500049086332
79.6875,3.34375,23.625,-204.722417953421,-204.722417953421
79.6875,3.34375,23.875,-205.300660507629,-205.300660507629
79.0625,3.40625,23.125,-204.925628855874,-204.925628855874
79.0625,3.40625,23.375,-205.633251924417,-205.633251924417
79.0625,3.46875,23.125,-206.240470128143,-206.240470128143
79.0625,3.46875,23.375,-207.434071332505,-207.434071332505
79.6875,3.40625,23.125,-204.604060012902,-204.604060012902
79.6875,3.40625,23.375,-205.089625091825,-205.089625091825
79.6875,3.46875,23.125,-205.566096281682,-205.566096281682
79.6875,3.46875,23.375,-206.550919783028,-206.550919783028
79.0625,3.40625,23.625,-206.637146164678,-206.637146164678
79.0625,3.40625,23.875,-207.924386979309,-207.924386979309
79.6875,3.40625,23.625,-205.87957135786,-205.87957135786
79.6875,3.40625,23.875,-206.960949292951,-206.960949292951
79.6875,3.46875,23.625,-207.82431170699,-207.82431170699
75.3125,3.03125,24.125,-204.544875928221,-204.544875928221
75.3125,3.03125,24.375,-204.582416373017,-204.582416373017
75.3125,3.09375,24.125,-204.836738965601,-204.836738965601
75.3125,3.09375,24.375,-205.437514063597,-205.437514063597
75.9375,3.03125,24.125,-204.743908494336,-204.743908494336
75.9375,3.03125,24.375,-204.539095802421,-204.539095802421
75.9375,3.09375,24.125,-204.572826973827,-204.572826973827
75.9375,3.09375,24.375,-204.944803101235,-204.944803101235
75.3125,3.03125,24.625,-204.91227967015,-204.91227967015
75.3125,3.03125,24.875,-205.523697001689,-205.523697001689
75.3125,3.09375,24.625,-206.31607782198,-206.31607782198
75.3125,3.09375,24.875,-207.46143285297,-207.46143285297
75.9375,3.03125,24.625,-204.633843013686,-204.633843013686
75.9375,3.03125,24.875,-205.017378071323,-205.017378071323
75.9375,3.09375,24.625,-205.602033613234,-205.602033613234
75.9375,3.09375,24.875,-206.533510913927,-206.533510913927
75.3125,3.15625,24.125,-206.161174113949,-206.161174113949
75.3125,3.15625,24.375,-207.28686317342,-207.28686317342
75.9375,3.15625,24.125,-205.47752745377,-205.47752745377
75.9375,3.15625,24.375,-206.388323988027,-206.388323988027
75.9375,3.21875,24.125,-207.326342658309,-207.326342658309
75.9375,3.15625,24.625,-207.569401863591,-207.569401863591
76.5625,3.03125,24.125,-205.142139575616,-205.142139575616
76.5625,3.03125,24.375,-204.690392139937,-204.690392139937
76.5625,3.09375,24.125,-204.495711436069,-204.495711436069
76.5625,3.09375,24.375,-204.634074351997,-204.634074351997
77.1875,3.03125,24.125,-205.742206174443,-205.742206174443
77.1875,3.03125,24.375,-205.039059175652,-205.039059175652
77.1875,3.09375,24.125,-204.608265193918,-204.608265193918
77.1875,3.09375,24.375,-204.5083149152,-204.5083149152
76.5625,3.03125,24.625,-204.545360744827,-204.545360744827
76.5625,3.03125,24.875,-204.696272006729,-204.696272006729
76.5625,3.09375,24.625,-205.065081127574,-205.065081127574
76.5625,3.09375,24.875,-205.777717101845,-205.777717101845
77.1875,3.03125,24.625,-204.649702883282,-204.649702883282
77.1875,3.03125,24.875,-204.563364122281,-204.563364122281
77.1875,3.09375,24.625,-204.708320105397,-204.708320105397
77.1875,3.09375,24.875,-205.197261699744,-205.197261699744
76.5625,3.15625,24.125,-204.968161166311,-204.968161166311
76.5625,3.15625,24.375,-205.659038638866,-205.659038638866
76.5625,3.21875,24.125,-206.426411207605,-206.426411207605
76.5625,3.21875,24.375,-207.631915900626,-207.631915900626
77.1875,3.15625,24.125,-204.636164584124,-204.636164584124
77.1875,3.15625,24.375,-205.10220546774,-205.10220546774
77.1875,3.21875,24.125,-205.691478165897,-205.691478165897
77.1875,3.21875,24.375,-206.685947124364,-206.685947124364
76.5625,3.15625,24.625,-206.627801501511,-206.627801501511
76.5625,3.15625,24.875,-207.86321085748,-207.86321085748
77.1875,3.15625,24.625,-205.853664525426,-205.853664525426
77.1875,3.15625,24.875,-206.879290524074,-206.879290524074
77.1875,3.21875,24.625,-207.95065481212,-207.95065481212
75.3125,3.03125,25.125,-206.406058305874,-206.406058305874
75.3125,3.03125,25.375,-207.548909433754,-207.548909433754
75.9375,3.03125,25.125,-205.679086185978,-205.679086185978
75.9375,3.03125,25.375,-206.608506508621,-206.608506508621
75.9375,3.09375,25.125,-207.728392846091,-207.728392846091
75.9375,3.03125,25.625,-207.795329507626,-207.795329507626
76.5625,3.03125,25.125,-205.132508735422,-205.132508735422
76.5625,3.03125,25.375,-205.843606153919,-205.843606153919
76.5625,3.09375,25.125,-206.761130685452,-206.761130685452
76.5625,3.09375,25.375,-208.004630933735,-208.004630933735
77.1875,3.03125,25.125,-204.769425215036,-204.769425215036
77.1875,3.03125,25.375,-205.257419780091,-205.257419780091
77.1875,3.09375,25.125,-205.964281817236,-205.964281817236
77.1875,3.09375,25.375,-206.998680815297,-206.998680815297
76.5625,3.03125,25.625,-206.819248798564,-206.819248798564
76.5625,3.03125,25.875,-208.049268106149,-208.049268106149
77.1875,3.03125,25.625,-206.017029185545,-206.017029185545
77.1875,3.03125,25.875,-207.038079665809,-207.038079665809
77.1875,3.09375,25.625,-208.289915093076,-208.289915093076
77.1875,3.15625,25.125,-208.168002798436,-208.168002798436
77.1875,3.28125,24.125,-207.648334121759,-207.648334121759
77.8125,3.03125,24.125,-206.546623395139,-206.546623395139
77.8125,3.03125,24.375,-205.587727531528,-205.587727531528
77.8125,3.09375,24.125,-204.913239756807,-204.913239756807
77.8125,3.09375,24.375,-204.570390163599,-204.570390163599
78.4375,3.03125,24.125,-207.557787299243,-207.557787299243
78.4375,3.03125,24.375,-206.338907299575,-206.338907299575
78.4375,3.09375,24.125,-205.413267471533,-205.413267471533
78.4375,3.09375,24.375,-204.823045587894,-204.823045587894
77.8125,3.03125,24.625,-204.949615324694,-204.949615324694
77.8125,3.03125,24.875,-204.621515006693,-204.621515006693
77.8125,3.09375,24.625,-204.534728588777,-204.534728588777
77.8125,3.09375,24.875,-204.795233782577,-204.795233782577
78.4375,3.03125,24.625,-205.447722219917,-205.447722219917
78.4375,3.03125,24.875,-204.8734626002,-204.8734626002
78.4375,3.09375,24.625,-204.547164397361,-204.547164397361
78.4375,3.09375,24.875,-204.574602281149,-204.574602281149
77.8125,3.15625,24.125,-204.484508534476,-204.484508534476
77.8125,3.15625,24.375,-204.720905029963,-204.720905029963
77.8125,3.21875,24.125,-205.124711566458,-205.124711566458
77.8125,3.21875,24.375,-205.903136717314,-205.903136717314
78.4375,3.15625,24.125,-204.516046592374,-204.516046592374
78.4375,3.15625,24.375,-204.518100920004,-204.518100920004
78.4375,3.21875,24.125,-204.729166548455,-204.729166548455
78.4375,3.21875,24.375,-205.286643984745,-205.286643984745
77.8125,3.15625,24.625,-205.250178823426,-205.250178823426
77.8125,3.15625,24.875,-206.061069851711,-206.061069851711
77.8125,3.21875,24.625,-206.959465675767,-206.959465675767
77.8125,3.21875,24.875,-208.282219250696,-208.282219250696
78.4375,3.15625,24.625,-204.820416093638,-204.820416093638
78.4375,3.15625,24.875,-205.411726225503,-205.411726225503
78.4375,3.21875,24.625,-206.129622095928,-206.129622095928
78.4375,3.21875,24.875,-207.246606945325,-207.246606945325
79.0625,3.03125,24.375,-207.294990819191,-207.294990819191
79.0625,3.09375,24.125,-206.110863893897,-206.110863893897
79.0625,3.09375,24.375,-205.268908887658,-205.268908887658
79.6875,3.09375,24.125,-207.008430321321,-207.008430321321
79.6875,3.09375,24.375,-205.910492265245,-205.910492265245
79.0625,3.03125,24.625,-206.146528536053,-206.146528536053
79.0625,3.03125,24.875,-205.321824498189,-205.321824498189
79.0625,3.09375,24.625,-204.7483668961,-204.7483668961
79.0625,3.09375,24.875,-204.538217383802,-204.538217383802
79.6875,3.03125,24.625,-207.048422757838,-207.048422757838
79.6875,3.03125,24.875,-205.969100437075,-205.969100437075
79.6875,3.09375,24.625,-205.140959009554,-205.140959009554
79.6875,3.09375,24.875,-204.688812229325,-204.688812229325
79.0625,3.15625,24.125,-204.733516638322,-204.733516638322
79.0625,3.15625,24.375,-204.496640945964,-204.496640945964
79.0625,3.21875,24.125,-204.507785905079,-204.507785905079
79.0625,3.21875,24.375,-204.839516912165,-204.839516912165
79.6875,3.15625,24.125,-205.139542677323,-205.139542677323
79.6875,3.15625,24.375,-204.659258608598,-204.659258608598
79.6875,3.21875,24.125,-204.463400985195,-204.463400985195
79.6875,3.21875,24.375,-204.564692634771,-204.564692634771
79.0625,3.15625,24.625,-204.567332594289,-204.567332594289
79.0625,3.15625,24.875,-204.934322412243,-204.934322412243
79.0625,3.21875,24.625,-205.464274547428,-205.464274547428
79.0625,3.21875,24.875,-206.370554004921,-206.370554004921
79.6875,3.15625,24.625,-204.493770241601,-204.493770241601
79.6875,3.15625,24.875,-204.631807236835,-204.631807236835
79.6875,3.21875,24.625,-204.966463737406,-204.966463737406
79.6875,3.21875,24.875,-205.657201977534,-205.657201977534
77.8125,3.03125,25.125,-204.592809953257,-204.592809953257
77.8125,3.03125,25.375,-204.853034093401,-204.853034093401
77.8125,3.09375,25.125,-205.341044236167,-205.341044236167
77.8125,3.09375,25.375,-206.161454747181,-206.161454747181
78.4375,3.03125,25.125,-204.605514077086,-204.605514077086
78.4375,3.03125,25.375,-204.63341243629,-204.63341243629
78.4375,3.09375,25.125,-204.894496328403,-204.894496328403
78.4375,3.09375,25.375,-205.496138443466,-205.496138443466
77.8125,3.03125,25.625,-205.391867947438,-205.391867947438
77.8125,3.03125,25.875,-206.199135303142,-206.199135303142
77.8125,3.09375,25.625,-207.245913711232,-207.245913711232
78.4375,3.03125,25.625,-204.946839266847,-204.946839266847
78.4375,3.03125,25.875,-205.535618227519,-205.535618227519
78.4375,3.09375,25.625,-206.368972154368,-206.368972154368
78.4375,3.09375,25.875,-207.502590130316,-207.502590130316
77.8125,3.15625,25.125,-207.142485801576,-207.142485801576
78.4375,3.15625,25.125,-206.280930865087,-206.280930865087
78.4375,3.15625,25.375,-207.417092477485,-207.417092477485
79.0625,3.03125,25.125,-204.810267515832,-204.810267515832
79.0625,3.03125,25.375,-204.601396447866,-204.601396447866
79.0625,3.09375,25.125,-204.627597864615,-204.627597864615
79.0625,3.09375,25.375,-205.005799582406,-205.005799582406
79.6875,3.03125,25.125,-205.209681231041,-205.209681231041
79.6875,3.03125,25.375,-204.759707996123,-204.759707996123
79.6875,3.09375,25.125,-204.543191329394,-204.543191329394
79.6875,3.09375,25.375,-204.69338873055,-204.69338873055
79.0625,3.03125,25.625,-204.684895503778,-204.684895503778
79.0625,3.03125,25.875,-205.050590131489,-205.050590131489
79.0625,3.09375,25.625,-205.662263866885,-205.662263866885
79.0625,3.09375,25.875,-206.58657917403,-206.58657917403
79.6875,3.03125,25.625,-204.608868787528,-204.608868787528
79.6875,3.03125,25.875,-204.746992399559,-204.746992399559
79.6875,3.09375,25.625,-205.128845804011,-205.128845804011
79.6875,3.09375,25.875,-205.839149464631,-205.839149464631
79.0625,3.15625,25.125,-205.586504826715,-205.586504826715
79.0625,3.15625,25.375,-206.512934816884,-206.512934816884
79.0625,3.21875,25.125,-207.547023291484,-207.547023291484
79.6875,3.15625,25.125,-205.062261453265,-205.062261453265
79.6875,3.15625,25.375,-205.774183408046,-205.774183408046
79.6875,3.21875,25.125,-206.625565091869,-206.625565091869
79.6875,3.21875,25.375,-207.860378811813,-207.860378811813
79.0625,3.15625,25.625,-207.702825639971,-207.702825639971
79.6875,3.15625,25.625,-206.756779484283,-206.756779484283
79.6875,3.15625,25.875,-207.999409893031,-207.999409893031
77.8125,3.28125,24.125,-206.706605959997,-206.706605959997
77.8125,3.28125,24.375,-207.989608533566,-207.989608533566
78.4375,3.28125,24.125,-205.924074454121,-205.924074454121
78.4375,3.28125,24.375,-206.999820595356,-206.999820595356
78.4375,3.34375,24.125,-207.980350528234,-207.980350528234
79.0625,3.28125,24.125,-205.303864955683,-205.303864955683
79.0625,3.28125,24.375,-206.167367512592,-206.167367512592
79.0625,3.34375,24.125,-206.999998931164,-206.999998931164
79.6875,3.28125,24.125,-204.848996190876,-204.848996190876
79.6875,3.28125,24.375,-205.495367373598,-205.495367373598
79.6875,3.34375,24.125,-206.173298900656,-206.173298900656
79.6875,3.34375,24.375,-207.328006919221,-207.328006919221
79.0625,3.28125,24.625,-207.3087174474,-207.3087174474
79.6875,3.28125,24.625,-206.427243873437,-206.427243873437
79.6875,3.28125,24.875,-207.632890207521,-207.632890207521
75.3125,3.71875,18.875,-207.930784286828,-207.930784286828
75.3125,3.53125,19.875,-207.627105158384,-207.627105158384
75.3125,3.59375,19.625,-207.142919385962,-207.142919385962
75.3125,3.59375,19.875,-205.922655621107,-205.922655621107
75.9375,3.59375,19.625,-208.171209803285,-208.171209803285
75.9375,3.59375,19.875,-206.673520169334,-206.673520169334
75.3125,3.65625,19.125,-208.302430934252,-208.302430934252
75.3125,3.65625,19.375,-206.776145534776,-206.776145534776
75.3125,3.71875,19.125,-206.508003442861,-206.508003442861
75.3125,3.71875,19.375,-205.517339768478,-205.517339768478
75.9375,3.65625,19.375,-207.704322012207,-207.704322012207
75.9375,3.71875,19.125,-207.349521933262,-207.349521933262
75.9375,3.71875,19.375,-206.086093494471,-206.086093494471
75.3125,3.65625,19.625,-205.67857311564,-205.67857311564
75.3125,3.65625,19.875,-204.991412483876,-204.991412483876
75.3125,3.71875,19.625,-204.939842629423,-204.939842629423
75.3125,3.71875,19.875,-204.756963725467,-204.756963725467
75.9375,3.65625,19.625,-206.331774508406,-206.331774508406
75.9375,3.65625,19.875,-205.379400418816,-205.379400418816
75.9375,3.71875,19.625,-205.245833312646,-205.245833312646
75.9375,3.71875,19.875,-204.810148896044,-204.810148896044
76.5625,3.59375,19.875,-207.606884927962,-207.606884927962
76.5625,3.71875,19.375,-206.828716689395,-206.828716689395
77.1875,3.71875,19.375,-207.747740357821,-207.747740357821
76.5625,3.65625,19.625,-207.163038940787,-207.163038940787
76.5625,3.65625,19.875,-205.94032749032,-205.94032749032
76.5625,3.71875,19.625,-205.720485518229,-205.720485518229
76.5625,3.71875,19.875,-205.026709033516,-205.026709033516
77.1875,3.65625,19.625,-208.174863038691,-208.174863038691
77.1875,3.65625,19.875,-206.676800188854,-206.676800188854
77.1875,3.71875,19.625,-206.366438034719,-206.366438034719
77.1875,3.71875,19.875,-205.409387716048,-205.409387716048
75.3125,3.84375,18.375,-207.469902630644,-207.469902630644
75.3125,3.78125,18.625,-207.657769962229,-207.657769962229
75.3125,3.78125,18.875,-206.322631290323,-206.322631290323
75.3125,3.84375,18.625,-206.206809725791,-206.206809725791
75.3125,3.84375,18.875,-205.383952877211,-205.383952877211
75.9375,3.78125,18.875,-207.090127960428,-207.090127960428
75.9375,3.84375,18.625,-206.91216740182,-206.91216740182
75.9375,3.84375,18.875,-205.820192524414,-205.820192524414
75.3125,3.90625,18.125,-207.356136570991,-207.356136570991
75.3125,3.90625,18.375,-206.149715638502,-206.149715638502
75.3125,3.96875,18.125,-206.142703295445,-206.142703295445
75.3125,3.96875,18.375,-205.428117945126,-205.428117945126
75.9375,3.90625,18.125,-208.289025782973,-208.289025782973
75.9375,3.90625,18.375,-206.804127720403,-206.804127720403
75.9375,3.96875,18.125,-206.756735152636,-206.756735152636
75.9375,3.96875,18.375,-205.775568939548,-205.775568939548
75.3125,3.90625,18.625,-205.388322854261,-205.388322854261
75.3125,3.90625,18.875,-205.050948471248,-205.050948471248
75.3125,3.96875,18.625,-205.142156349162,-205.142156349162
75.3125,3.96875,18.875,-205.263599591202,-205.263599591202
75.9375,3.90625,18.625,-205.775029543163,-205.775029543163
75.9375,3.90625,18.875,-205.180659569881,-205.180659569881
75.9375,3.96875,18.625,-205.233969251133,-205.233969251133
75.9375,3.96875,18.875,-205.110639875694,-205.110639875694
76.5625,3.78125,18.875,-208.032748253781,-208.032748253781
76.5625,3.84375,18.625,-207.789015003049,-207.789015003049
76.5625,3.84375,18.875,-206.422644553789,-206.422644553789
77.1875,3.84375,18.875,-207.193888483667,-207.193888483667
76.5625,3.90625,18.375,-207.626630967936,-207.626630967936
76.5625,3.96875,18.125,-207.535692071451,-207.535692071451
76.5625,3.96875,18.375,-206.282538284812,-206.282538284812
77.1875,3.96875,18.375,-206.951629671259,-206.951629671259
76.5625,3.90625,18.625,-206.324482407595,-206.324482407595
76.5625,3.90625,18.875,-205.46769643379,-205.46769643379
76.5625,3.96875,18.625,-205.479821455436,-205.479821455436
76.5625,3.96875,18.875,-205.106175851846,-205.106175851846
77.1875,3.90625,18.625,-207.039275884938,-207.039275884938
77.1875,3.90625,18.875,-205.914753916482,-205.914753916482
77.1875,3.96875,18.625,-205.882414421264,-205.882414421264
77.1875,3.96875,18.875,-205.253001844838,-205.253001844838
75.3125,3.78125,19.125,-205.423437992663,-205.423437992663
75.3125,3.78125,19.375,-204.940572284058,-204.940572284058
75.3125,3.84375,19.125,-204.981028360125,-204.981028360125
75.3125,3.84375,19.375,-204.978189000586,-204.978189000586
75.9375,3.78125,19.125,-205.920126375502,-205.920126375502
75.9375,3.78125,19.375,-205.176692009148,-205.176692009148
75.9375,3.84375,19.125,-205.1586255331,-205.1586255331
75.9375,3.84375,19.375,-204.907559508666,-204.907559508666
75.3125,3.78125,19.625,-204.854844865832,-204.854844865832
75.3125,3.78125,19.875,-205.147486805409,-205.147486805409
75.3125,3.84375,19.625,-205.356036319293,-205.356036319293
75.3125,3.84375,19.875,-206.095614887003,-206.095614887003
75.9375,3.78125,19.625,-204.84058388024,-204.84058388024
75.9375,3.78125,19.875,-204.892975609632,-204.892975609632
75.9375,3.84375,19.625,-205.047529576192,-205.047529576192
75.9375,3.84375,19.875,-205.559506189273,-205.559506189273
75.3125,3.90625,19.125,-205.117069277437,-205.117069277437
75.3125,3.90625,19.375,-205.566640942675,-205.566640942675
75.3125,3.96875,19.125,-205.771739672027,-205.771739672027
75.3125,3.96875,19.375,-206.646374392001,-206.646374392001
75.9375,3.90625,19.125,-205.000426280579,-205.000426280579
75.9375,3.90625,19.375,-205.214209514036,-205.214209514036
75.9375,3.96875,19.125,-205.384787144147,-205.384787144147
75.9375,3.96875,19.375,-206.03611371037,-206.03611371037
75.3125,3.90625,19.625,-206.38009267697,-206.38009267697
75.3125,3.90625,19.875,-207.538324016363,-207.538324016363
75.3125,3.96875,19.625,-207.867804433382,-207.867804433382
75.9375,3.90625,19.625,-205.802354036354,-205.802354036354
75.9375,3.90625,19.875,-206.74566530639,-206.74566530639
75.9375,3.96875,19.625,-207.044814614276,-207.044814614276
76.5625,3.78125,19.125,-206.586734309776,-206.586734309776
76.5625,3.78125,19.375,-205.577446086951,-205.577446086951
76.5625,3.84375,19.125,-205.497079173517,-205.497079173517
76.5625,3.84375,19.375,-204.992358622826,-204.992358622826
77.1875,3.78125,19.125,-207.425820304816,-207.425820304816
77.1875,3.78125,19.375,-206.145498505377,-206.145498505377
77.1875,3.84375,19.125,-205.999071803725,-205.999071803725
77.1875,3.84375,19.375,-205.235367872295,-205.235367872295
76.5625,3.78125,19.625,-204.985596644583,-204.985596644583
76.5625,3.78125,19.875,-204.792308689525,-204.792308689525
76.5625,3.84375,19.625,-204.888958888503,-204.888958888503
76.5625,3.84375,19.875,-205.16778438046,-205.16778438046
77.1875,3.78125,19.625,-205.29264912014,-205.29264912014
77.1875,3.78125,19.875,-204.848349785344,-204.848349785344
77.1875,3.84375,19.625,-204.883200090772,-204.883200090772
77.1875,3.84375,19.875,-204.923414195393,-204.923414195393
76.5625,3.90625,19.125,-205.035620329946,-205.035620329946
76.5625,3.90625,19.375,-205.008066063429,-205.008066063429
76.5625,3.96875,19.125,-205.140730769344,-205.140730769344
76.5625,3.96875,19.375,-205.563103173866,-205.563103173866
77.1875,3.90625,19.125,-205.225442230735,-205.225442230735
77.1875,3.90625,19.375,-204.951092169223,-204.951092169223
77.1875,3.96875,19.125,-205.042452116911,-205.042452116911
77.1875,3.96875,19.375,-205.23030526905,-205.23030526905
76.5625,3.90625,19.625,-205.365302739024,-205.365302739024
76.5625,3.90625,19.875,-206.088051309325,-206.088051309325
76.5625,3.96875,19.625,-206.353392702234,-206.353392702234
76.5625,3.96875,19.875,-207.492178825638,-207.492178825638
77.1875,3.90625,19.625,-205.071905251563,-205.071905251563
77.1875,3.90625,19.875,-205.568526804014,-205.568526804014
77.1875,3.96875,19.625,-205.79657509102,-205.79657509102
77.1875,3.96875,19.875,-206.721745269402,-206.721745269402
77.8125,3.65625,19.875,-207.59132658296,-207.59132658296
77.8125,3.71875,19.625,-207.186233708735,-207.186233708735
77.8125,3.71875,19.875,-205.960833512178,-205.960833512178
78.4375,3.71875,19.625,-208.182320278233,-208.182320278233
78.4375,3.71875,19.875,-206.683600417978,-206.683600417978
79.0625,3.71875,19.875,-207.580148571556,-207.580148571556
77.8125,3.84375,18.875,-208.136412171963,-208.136412171963
77.8125,3.96875,18.375,-207.785360157192,-207.785360157192
77.8125,3.90625,18.625,-207.921915244467,-207.921915244467
77.8125,3.90625,18.875,-206.524439127999,-206.524439127999
77.8125,3.96875,18.625,-206.444364693145,-206.444364693145
77.8125,3.96875,18.875,-205.553829555574,-205.553829555574
78.4375,3.90625,18.875,-207.299271460303,-207.299271460303
78.4375,3.96875,18.625,-207.168203702946,-207.168203702946
78.4375,3.96875,18.875,-206.011287439713,-206.011287439713
79.0625,3.90625,18.875,-208.241682885924,-208.241682885924
79.0625,3.96875,18.625,-208.056377846692,-208.056377846692
79.0625,3.96875,18.875,-206.627920379525,-206.627920379525
79.6875,3.96875,18.875,-207.406189632077,-207.406189632077
77.8125,3.78125,19.375,-206.883419949544,-206.883419949544
77.8125,3.84375,19.125,-206.667195391942,-206.667195391942
77.8125,3.84375,19.375,-205.639279897378,-205.639279897378
78.4375,3.78125,19.375,-207.793688345259,-207.793688345259
78.4375,3.84375,19.125,-207.503951625428,-207.503951625428
78.4375,3.84375,19.375,-206.206698304754,-206.206698304754
77.8125,3.78125,19.625,-205.764415275825,-205.764415275825
77.8125,3.78125,19.875,-205.063872520488,-205.063872520488
77.8125,3.84375,19.625,-205.033042368037,-205.033042368037
77.8125,3.84375,19.875,-204.829276542314,-204.829276542314
78.4375,3.78125,19.625,-206.4034772223,-206.4034772223
78.4375,3.78125,19.875,-205.441560102611,-205.441560102611
78.4375,3.84375,19.625,-205.34118767346,-205.34118767346
78.4375,3.84375,19.875,-204.88816746746,-204.88816746746
77.8125,3.90625,19.125,-205.572597037405,-205.572597037405
77.8125,3.90625,19.375,-205.04608623032,-205.04608623032
77.8125,3.96875,19.125,-205.092753001181,-205.092753001181
77.8125,3.96875,19.375,-205.040606175444,-205.040606175444
78.4375,3.90625,19.125,-206.079703656844,-206.079703656844
78.4375,3.90625,19.375,-205.295762631053,-205.295762631053
78.4375,3.96875,19.125,-205.29435442497,-205.29435442497
78.4375,3.96875,19.375,-204.996814265345,-204.996814265345
77.8125,3.90625,19.625,-204.925048015243,-204.925048015243
77.8125,3.90625,19.875,-205.190060279156,-205.190060279156
77.8125,3.96875,19.625,-205.377325887471,-205.377325887471
77.8125,3.96875,19.875,-206.083309686511,-206.083309686511
78.4375,3.90625,19.625,-204.927536161082,-204.927536161082
78.4375,3.90625,19.875,-204.955542191629,-204.955542191629
78.4375,3.96875,19.625,-205.098534964193,-205.098534964193
78.4375,3.96875,19.875,-205.579836906402,-205.579836906402
79.0625,3.84375,19.375,-206.940137814937,-206.940137814937
79.6875,3.84375,19.375,-207.842024680884,-207.842024680884
79.0625,3.78125,19.625,-207.2123256329,-207.2123256329
79.0625,3.78125,19.875,-205.984005335453,-205.984005335453
79.0625,3.84375,19.625,-205.810250458903,-205.810250458903
79.0625,3.84375,19.875,-205.102797450336,-205.102797450336
79.6875,3.78125,19.625,-208.193360427994,-208.193360427994
79.6875,3.78125,19.875,-206.69371091947,-206.69371091947
79.6875,3.84375,19.625,-206.442757699128,-206.442757699128
79.6875,3.84375,19.875,-205.475791012311,-205.475791012311
79.0625,3.90625,19.125,-206.749294745523,-206.749294745523
79.0625,3.90625,19.375,-205.702751217864,-205.702751217864
79.0625,3.96875,19.125,-205.649895830921,-205.649895830921
79.0625,3.96875,19.375,-205.101658923465,-205.101658923465
79.6875,3.90625,19.125,-207.583816881921,-207.583816881921
79.6875,3.90625,19.375,-206.269597070868,-206.269597070868
79.6875,3.96875,19.125,-206.161934646079,-206.161934646079
79.6875,3.96875,19.375,-205.357789673744,-205.357789673744
79.0625,3.90625,19.625,-205.082092551388,-205.082092551388
79.0625,3.90625,19.875,-204.867783562685,-204.867783562685
79.0625,3.96875,19.625,-204.963016340792,-204.963016340792
79.0625,3.96875,19.875,-205.214219598751,-205.214219598751
79.6875,3.90625,19.625,-205.391357132877,-205.391357132877
79.6875,3.90625,19.875,-204.929514899319,-204.929514899319
79.6875,3.96875,19.625,-204.973506883128,-204.973506883128
79.6875,3.96875,19.875,-204.989276539785,-204.989276539785
75.3125,3.53125,20.125,-206.267986750057,-206.267986750057
75.3125,3.53125,20.375,-205.314841197727,-205.314841197727
75.3125,3.59375,20.125,-205.11041805137,-205.11041805137
75.3125,3.59375,20.375,-204.688893783134,-204.688893783134
75.9375,3.53125,20.125,-207.130633110712,-207.130633110712
75.9375,3.53125,20.375,-205.906659447286,-205.906659447286
75.9375,3.59375,20.125,-205.593375981132,-205.593375981132
75.9375,3.59375,20.375,-204.913433166715,-204.913433166715
75.3125,3.53125,20.625,-204.750951491899,-204.750951491899
75.3125,3.53125,20.875,-204.559926353292,-204.559926353292
75.3125,3.59375,20.625,-204.641116522738,-204.641116522738
75.3125,3.59375,20.875,-204.95045925205,-204.95045925205
