shape,rate,shift,llh.missing,llh.all
9.0625,1.15625,7.625,-205.924103536656,-205.924103536656
9.0625,1.15625,7.875,-206.314845099061,-206.314845099061
9.0625,1.21875,7.625,-206.951601539549,-206.951601539549
9.0625,1.21875,7.875,-207.818275079401,-207.818275079401
9.6875,1.15625,7.625,-205.861756554492,-205.861756554492
9.6875,1.15625,7.875,-205.541511033091,-205.541511033091
9.6875,1.21875,7.625,-205.898583584753,-205.898583584753
9.6875,1.21875,7.875,-206.09538120147,-206.09538120147
8.4375,1.28125,6.125,-208.298807511977,-208.298807511977
8.4375,1.28125,6.375,-207.701525624409,-207.701525624409
8.4375,1.28125,6.625,-207.624237935895,-207.624237935895
8.4375,1.28125,6.875,-208.017167120116,-208.017167120116
9.0625,1.28125,6.375,-208.107616491906,-208.107616491906
9.0625,1.34375,6.375,-207.951327029428,-207.951327029428
9.0625,1.28125,6.625,-207.258964537576,-207.258964537576
9.0625,1.28125,6.875,-206.920063648233,-206.920063648233
9.0625,1.34375,6.625,-207.560063592726,-207.560063592726
9.0625,1.34375,6.875,-207.666060593719,-207.666060593719
9.6875,1.28125,6.625,-208.227395764896,-208.227395764896
9.6875,1.28125,6.875,-207.121291375318,-207.121291375318
9.6875,1.34375,6.625,-207.675510753794,-207.675510753794
9.6875,1.34375,6.875,-207.053187718162,-207.053187718162
9.0625,1.40625,6.375,-208.280895392378,-208.280895392378
9.0625,1.40625,6.625,-208.311683240043,-208.311683240043
9.6875,1.40625,6.625,-207.695411784507,-207.695411784507
9.6875,1.40625,6.875,-207.520602508106,-207.520602508106
9.6875,1.46875,6.625,-208.172835818656,-208.172835818656
9.0625,1.28125,7.125,-207.045886009794,-207.045886009794
9.0625,1.28125,7.375,-207.596920542861,-207.596920542861
9.0625,1.34375,7.125,-208.224076605319,-208.224076605319
9.6875,1.28125,7.125,-206.516851532493,-206.516851532493
9.6875,1.28125,7.375,-206.372870784881,-206.372870784881
9.6875,1.34375,7.125,-206.920273585421,-206.920273585421
9.6875,1.34375,7.375,-207.235331975358,-207.235331975358
9.6875,1.28125,7.625,-206.652771422185,-206.652771422185
9.6875,1.28125,7.875,-207.323777291824,-207.323777291824
9.6875,1.34375,7.625,-207.961566881446,-207.961566881446
9.6875,1.40625,7.125,-207.822315527198,-207.822315527198
10.3125,0.78125,12.125,-207.235220589387,-207.235220589387
10.3125,0.78125,12.375,-207.432565190559,-207.432565190559
10.3125,0.84375,12.125,-207.851312246033,-207.851312246033
10.9375,0.78125,12.375,-207.941897531889,-207.941897531889
10.9375,0.84375,12.125,-206.714337880448,-206.714337880448
10.9375,0.84375,12.375,-207.050628400121,-207.050628400121
10.3125,0.78125,12.625,-207.825718015302,-207.825718015302
10.9375,0.78125,12.625,-207.730993240941,-207.730993240941
10.9375,0.78125,12.875,-207.721838785016,-207.721838785016
10.9375,0.84375,12.625,-207.589927452993,-207.589927452993
10.9375,0.90625,12.125,-207.818236778487,-207.818236778487
11.5625,0.84375,12.125,-207.295523012093,-207.295523012093
11.5625,0.84375,12.375,-207.032458952921,-207.032458952921
11.5625,0.84375,12.625,-206.986647129041,-206.986647129041
11.5625,0.84375,12.875,-207.149639311338,-207.149639311338
12.1875,0.84375,12.625,-208.053326212579,-208.053326212579
12.1875,0.84375,12.875,-207.629167674879,-207.629167674879
11.5625,0.90625,12.125,-206.391979735988,-206.391979735988
11.5625,0.90625,12.375,-206.858045475107,-206.858045475107
11.5625,0.96875,12.125,-207.873806658503,-207.873806658503
12.1875,0.90625,12.125,-206.527141991744,-206.527141991744
12.1875,0.90625,12.375,-206.411979884884,-206.411979884884
12.1875,0.96875,12.125,-206.219146434459,-206.219146434459
12.1875,0.96875,12.375,-206.806406496264,-206.806406496264
11.5625,0.90625,12.625,-207.533774560783,-207.533774560783
12.1875,0.90625,12.625,-206.521047971663,-206.521047971663
12.1875,0.90625,12.875,-206.845411059437,-206.845411059437
12.1875,0.96875,12.625,-207.609491496833,-207.609491496833
10.9375,0.78125,13.125,-207.906851992004,-207.906851992004
10.9375,0.78125,13.375,-208.278807849905,-208.278807849905
11.5625,0.78125,13.375,-208.245688575255,-208.245688575255
11.5625,0.84375,13.125,-207.513388625886,-207.513388625886
11.5625,0.84375,13.375,-208.070220849778,-208.070220849778
12.1875,0.84375,13.125,-207.419013101501,-207.419013101501
12.1875,0.84375,13.375,-207.414921532122,-207.414921532122
11.5625,0.78125,13.625,-208.230413310169,-208.230413310169
12.1875,0.84375,13.625,-207.609312758069,-207.609312758069
12.1875,0.84375,13.875,-207.994942663071,-207.994942663071
12.1875,0.90625,13.125,-207.376551962792,-207.376551962792
12.1875,0.90625,13.375,-208.106341733055,-208.106341733055
12.8125,0.90625,12.125,-208.216154066094,-208.216154066094
12.8125,0.90625,12.375,-207.503617383163,-207.503617383163
12.8125,0.96875,12.125,-205.988594376295,-205.988594376295
12.8125,0.96875,12.375,-206.012169555461,-206.012169555461
13.4375,0.96875,12.125,-207.181906074182,-207.181906074182
13.4375,0.96875,12.375,-206.624877481925,-206.624877481925
12.8125,0.90625,12.625,-207.029459963936,-207.029459963936
12.8125,0.90625,12.875,-206.784455362925,-206.784455362925
12.8125,0.96875,12.625,-206.266441409177,-206.266441409177
12.8125,0.96875,12.875,-206.741984003195,-206.741984003195
13.4375,0.90625,12.875,-208.221043985642,-208.221043985642
13.4375,0.96875,12.625,-206.313005171298,-206.313005171298
13.4375,0.96875,12.875,-206.236577438476,-206.236577438476
14.0625,0.96875,12.625,-207.747606556809,-207.747606556809
14.0625,0.96875,12.875,-207.103667702336,-207.103667702336
12.8125,0.84375,13.625,-208.000502820198,-208.000502820198
12.8125,0.84375,13.875,-207.835330479819,-207.835330479819
12.8125,0.90625,13.125,-206.759811196387,-206.759811196387
12.8125,0.90625,13.375,-206.94713811024,-206.94713811024
12.8125,0.96875,13.125,-207.429806200005,-207.429806200005
13.4375,0.90625,13.125,-207.625565175367,-207.625565175367
13.4375,0.90625,13.375,-207.254994945786,-207.254994945786
13.4375,0.96875,13.125,-206.386332951555,-206.386332951555
13.4375,0.96875,13.375,-206.753428669705,-206.753428669705
12.8125,0.90625,13.625,-207.338421662836,-207.338421662836
12.8125,0.90625,13.875,-207.925996791765,-207.925996791765
13.4375,0.90625,13.625,-207.101073344398,-207.101073344398
13.4375,0.90625,13.875,-207.155902781904,-207.155902781904
13.4375,0.96875,13.625,-207.329410785583,-207.329410785583
13.4375,0.96875,13.875,-208.106188351083,-208.106188351083
14.0625,0.96875,13.125,-206.69943089117,-206.69943089117
14.0625,0.96875,13.375,-206.525799258155,-206.525799258155
14.6875,0.96875,13.375,-207.637711250143,-207.637711250143
14.0625,0.90625,13.625,-208.309128196105,-208.309128196105
14.0625,0.90625,13.875,-207.817159882091,-207.817159882091
14.0625,0.96875,13.625,-206.574078766119,-206.574078766119
14.0625,0.96875,13.875,-206.835950763894,-206.835950763894
14.6875,0.96875,13.625,-207.143632250774,-207.143632250774
14.6875,0.96875,13.875,-206.875584512741,-206.875584512741
12.8125,0.84375,14.125,-207.866349181873,-207.866349181873
12.8125,0.84375,14.375,-208.086706422999,-208.086706422999
13.4375,0.84375,14.625,-208.274068688745,-208.274068688745
13.4375,0.90625,14.125,-207.411923822426,-207.411923822426
13.4375,0.90625,14.375,-207.86189309009,-207.86189309009
14.0625,0.90625,14.125,-207.538266685798,-207.538266685798
14.0625,0.90625,14.375,-207.464996529787,-207.464996529787
14.0625,0.96875,14.125,-207.303447005437,-207.303447005437
14.0625,0.96875,14.375,-207.968926865861,-207.968926865861
14.6875,0.96875,14.125,-206.825385194261,-206.825385194261
14.6875,0.96875,14.375,-206.985190133793,-206.985190133793
14.0625,0.90625,14.625,-207.590203856587,-207.590203856587
14.0625,0.90625,14.875,-207.907030362939,-207.907030362939
14.6875,0.90625,14.625,-208.065373399683,-208.065373399683
14.6875,0.90625,14.875,-207.868253380135,-207.868253380135
14.6875,0.96875,14.625,-207.347472193305,-207.347472193305
14.6875,0.96875,14.875,-207.905001419833,-207.905001419833
14.6875,0.90625,15.125,-207.866944393757,-207.866944393757
14.6875,0.90625,15.375,-208.054941161576,-208.054941161576
10.3125,1.03125,8.375,-207.341734769906,-207.341734769906
10.3125,1.09375,8.125,-206.526874909135,-206.526874909135
10.3125,1.09375,8.375,-205.688961772995,-205.688961772995
10.9375,1.09375,8.375,-207.609136252864,-207.609136252864
10.3125,1.03125,8.625,-206.25972225837,-206.25972225837
10.3125,1.03125,8.875,-205.537871169157,-205.537871169157
10.3125,1.09375,8.625,-205.224216097163,-205.224216097163
10.3125,1.09375,8.875,-205.109792928665,-205.109792928665
10.9375,1.03125,8.875,-207.483816633113,-207.483816633113
10.9375,1.09375,8.625,-206.422626243618,-206.422626243618
10.9375,1.09375,8.875,-205.611795654457,-205.611795654457
10.3125,1.15625,8.125,-205.539661724573,-205.539661724573
10.3125,1.15625,8.375,-205.281245409641,-205.281245409641
10.3125,1.21875,8.125,-205.56965011586,-205.56965011586
10.3125,1.21875,8.375,-205.844712233775,-205.844712233775
10.9375,1.15625,8.125,-206.873113522336,-206.873113522336
10.9375,1.15625,8.375,-205.90379884661,-205.90379884661
10.9375,1.21875,8.125,-205.760725619242,-205.760725619242
10.9375,1.21875,8.375,-205.362756158636,-205.362756158636
10.3125,1.15625,8.625,-205.38534380202,-205.38534380202
10.3125,1.15625,8.875,-205.828870154447,-205.828870154447
10.3125,1.21875,8.625,-206.470696933428,-206.470696933428
10.3125,1.21875,8.875,-207.424289104195,-207.424289104195
10.9375,1.15625,8.625,-205.323881958042,-205.323881958042
10.9375,1.15625,8.875,-205.109393989327,-205.109393989327
10.9375,1.21875,8.625,-205.343186702286,-205.343186702286
10.9375,1.21875,8.875,-205.677805634378,-205.677805634378
11.5625,1.09375,8.875,-207.560410496927,-207.560410496927
11.5625,1.15625,8.375,-207.908909023195,-207.908909023195
11.5625,1.21875,8.125,-207.253920113176,-207.253920113176
11.5625,1.21875,8.375,-206.155964692933,-206.155964692933
12.1875,1.21875,8.375,-208.235372207853,-208.235372207853
11.5625,1.15625,8.625,-206.619645117084,-206.619645117084
11.5625,1.15625,8.875,-205.721239144282,-205.721239144282
11.5625,1.21875,8.625,-205.463323543091,-205.463323543091
11.5625,1.21875,8.875,-205.150910449413,-205.150910449413
12.1875,1.15625,8.875,-207.673428786266,-207.673428786266
12.1875,1.21875,8.625,-206.844971089213,-206.844971089213
12.1875,1.21875,8.875,-205.860295663509,-205.860295663509
10.3125,1.03125,9.125,-205.155370353052,-205.155370353052
10.3125,1.03125,9.375,-205.09297743159,-205.09297743159
10.3125,1.09375,9.125,-205.324638703897,-205.324638703897
10.3125,1.09375,9.375,-205.849274254929,-205.849274254929
10.9375,1.03125,9.125,-206.391530924226,-206.391530924226
10.9375,1.03125,9.375,-205.642471616779,-205.642471616779
10.9375,1.09375,9.125,-205.154784157314,-205.154784157314
10.9375,1.09375,9.375,-205.031364997433,-205.031364997433
10.3125,1.03125,9.625,-205.332836912381,-205.332836912381
10.3125,1.03125,9.875,-205.858326442143,-205.858326442143
10.3125,1.09375,9.625,-206.665613140809,-206.665613140809
10.3125,1.09375,9.875,-207.756808121215,-207.756808121215
10.9375,1.03125,9.625,-205.218094674804,-205.218094674804
10.9375,1.03125,9.875,-205.101137114314,-205.101137114314
10.9375,1.09375,9.625,-205.222756461821,-205.222756461821
10.9375,1.09375,9.875,-205.711462531959,-205.711462531959
10.3125,1.15625,9.125,-206.590536491919,-206.590536491919
10.3125,1.15625,9.375,-207.650637002132,-207.650637002132
10.9375,1.15625,9.125,-205.238230580735,-205.238230580735
10.9375,1.15625,9.375,-205.689926952231,-205.689926952231
10.9375,1.21875,9.125,-206.344273639333,-206.344273639333
10.9375,1.21875,9.375,-207.321899273243,-207.321899273243
10.9375,1.15625,9.625,-206.445469677283,-206.445469677283
10.9375,1.15625,9.875,-207.48713763944,-207.48713763944
11.5625,1.03125,9.375,-207.712955483047,-207.712955483047
11.5625,1.09375,9.125,-206.407511356025,-206.407511356025
11.5625,1.09375,9.375,-205.611446962578,-205.611446962578
12.1875,1.09375,9.375,-207.595316314348,-207.595316314348
11.5625,1.03125,9.625,-206.601914992833,-206.601914992833
11.5625,1.03125,9.875,-205.819536247684,-205.819536247684
11.5625,1.09375,9.625,-205.152754063299,-205.152754063299
11.5625,1.09375,9.875,-205.013302153382,-205.013302153382
12.1875,1.03125,9.875,-208.014577796658,-208.014577796658
12.1875,1.09375,9.625,-206.464271020128,-206.464271020128
12.1875,1.09375,9.875,-205.673872545603,-205.673872545603
11.5625,1.15625,9.125,-205.190787562876,-205.190787562876
11.5625,1.15625,9.375,-205.007084775152,-205.007084775152
11.5625,1.21875,9.125,-205.195576453952,-205.195576453952
11.5625,1.21875,9.375,-205.575876944862,-205.575876944862
12.1875,1.15625,9.125,-206.460083808911,-206.460083808911
12.1875,1.15625,9.375,-205.61684519849,-205.61684519849
12.1875,1.21875,9.125,-205.257404503605,-205.257404503605
12.1875,1.21875,9.375,-205.014118148215,-205.014118148215
11.5625,1.15625,9.625,-205.150427943135,-205.150427943135
11.5625,1.15625,9.875,-205.60245206977,-205.60245206977
11.5625,1.21875,9.625,-206.271876876288,-206.271876876288
11.5625,1.21875,9.875,-207.264986248399,-207.264986248399
12.1875,1.15625,9.625,-205.123334716807,-205.123334716807
12.1875,1.15625,9.875,-204.960558214363,-204.960558214363
12.1875,1.21875,9.625,-205.109817250086,-205.109817250086
12.1875,1.21875,9.875,-205.525272105789,-205.525272105789
10.3125,1.28125,8.125,-206.394615609606,-206.394615609606
10.3125,1.28125,8.375,-207.158851412873,-207.158851412873
10.3125,1.34375,8.125,-207.834788354382,-207.834788354382
10.9375,1.28125,8.125,-205.612080084643,-205.612080084643
10.9375,1.28125,8.375,-205.741519433533,-205.741519433533
10.9375,1.34375,8.125,-206.226628760255,-206.226628760255
10.9375,1.34375,8.375,-206.841142813488,-206.841142813488
10.3125,1.28125,8.625,-208.2616050779,-208.2616050779
10.9375,1.28125,8.625,-206.237475256922,-206.237475256922
10.9375,1.28125,8.875,-207.075507454898,-207.075507454898
10.9375,1.34375,8.625,-207.809520964133,-207.809520964133
10.9375,1.40625,8.125,-207.440397931961,-207.440397931961
11.5625,1.28125,8.125,-206.030035640838,-206.030035640838
11.5625,1.28125,8.375,-205.495779861488,-205.495779861488
11.5625,1.34375,8.125,-205.721420955178,-205.721420955178
11.5625,1.34375,8.375,-205.7088287367,-205.7088287367
12.1875,1.28125,8.125,-207.663357157258,-207.663357157258
12.1875,1.28125,8.375,-206.439302556368,-206.439302556368
12.1875,1.34375,8.125,-206.339771983895,-206.339771983895
12.1875,1.34375,8.375,-205.672227892671,-205.672227892671
11.5625,1.28125,8.625,-205.355519758549,-205.355519758549
11.5625,1.28125,8.875,-205.583925524477,-205.583925524477
11.5625,1.34375,8.625,-206.078075356685,-206.078075356685
11.5625,1.34375,8.875,-206.803602530459,-206.803602530459
12.1875,1.28125,8.625,-205.63618997549,-205.63618997549
12.1875,1.28125,8.875,-205.22782161635,-205.22782161635
12.1875,1.34375,8.625,-205.414007431517,-205.414007431517
12.1875,1.34375,8.875,-205.538668473037,-205.538668473037
11.5625,1.40625,8.125,-206.146197507837,-206.146197507837
11.5625,1.40625,8.375,-206.614729344555,-206.614729344555
11.5625,1.46875,8.125,-207.154207357391,-207.154207357391
11.5625,1.46875,8.375,-208.064988508788,-208.064988508788
12.1875,1.40625,8.125,-205.887317608264,-205.887317608264
12.1875,1.40625,8.375,-205.73598730211,-205.73598730211
12.1875,1.46875,8.125,-206.140302538152,-206.140302538152
12.1875,1.46875,8.375,-206.466287254755,-206.466287254755
11.5625,1.40625,8.625,-207.452213695329,-207.452213695329
12.1875,1.40625,8.625,-205.981566428154,-205.981566428154
12.1875,1.40625,8.875,-206.597384535483,-206.597384535483
12.1875,1.46875,8.625,-207.176073440087,-207.176073440087
12.1875,1.46875,8.875,-208.242787311557,-208.242787311557
10.9375,1.28125,9.125,-208.233058852671,-208.233058852671
11.5625,1.28125,9.125,-206.157612843369,-206.157612843369
11.5625,1.28125,9.375,-207.05491060082,-207.05491060082
11.5625,1.34375,9.125,-207.86180870725,-207.86180870725
12.1875,1.28125,9.125,-205.190009419075,-205.190009419075
12.1875,1.28125,9.375,-205.500334114699,-205.500334114699
12.1875,1.34375,9.125,-206.021787347162,-206.021787347162
12.1875,1.34375,9.375,-206.840718637995,-206.840718637995
11.5625,1.28125,9.625,-208.255666698702,-208.255666698702
12.1875,1.28125,9.625,-206.137943885187,-206.137943885187
12.1875,1.28125,9.875,-207.083384396848,-207.083384396848
12.1875,1.34375,9.625,-207.974394559128,-207.974394559128
12.1875,1.40625,9.125,-207.558801531488,-207.558801531488
12.8125,1.09375,9.875,-207.698142636332,-207.698142636332
12.8125,1.15625,9.375,-207.527586220381,-207.527586220381
12.8125,1.21875,9.125,-206.542961698827,-206.542961698827
12.8125,1.21875,9.375,-205.652425001121,-205.652425001121
13.4375,1.21875,9.375,-207.500970629901,-207.500970629901
12.8125,1.15625,9.625,-206.375182886163,-206.375182886163
12.8125,1.15625,9.875,-205.575070724756,-205.575070724756
12.8125,1.21875,9.625,-205.123668824756,-205.123668824756
12.8125,1.21875,9.875,-204.936838962866,-204.936838962866
13.4375,1.15625,9.875,-207.453750275154,-207.453750275154
13.4375,1.21875,9.625,-206.325997045753,-206.325997045753
13.4375,1.21875,9.875,-205.514647493389,-205.514647493389
14.0625,1.21875,9.875,-207.26843548757,-207.26843548757
12.8125,1.34375,8.125,-208.096632824689,-208.096632824689
12.8125,1.34375,8.375,-206.748832033241,-206.748832033241
12.8125,1.28125,8.625,-207.093946828094,-207.093946828094
12.8125,1.28125,8.875,-206.024226948768,-206.024226948768
12.8125,1.34375,8.625,-205.837334097046,-205.837334097046
12.8125,1.34375,8.875,-205.334834685253,-205.334834685253
13.4375,1.28125,8.875,-207.984800540712,-207.984800540712
13.4375,1.34375,8.625,-207.362803502672,-207.362803502672
13.4375,1.34375,8.875,-206.209195523015,-206.209195523015
12.8125,1.40625,8.125,-206.683582436298,-206.683582436298
12.8125,1.40625,8.375,-205.88551532783,-205.88551532783
12.8125,1.46875,8.125,-206.101309763003,-206.101309763003
12.8125,1.46875,8.375,-205.814276210914,-205.814276210914
13.4375,1.40625,8.375,-207.080487033589,-207.080487033589
13.4375,1.46875,8.125,-207.056259990837,-207.056259990837
13.4375,1.46875,8.375,-206.130231810021,-206.130231810021
12.8125,1.40625,8.625,-205.511851265582,-205.511851265582
12.8125,1.40625,8.875,-205.535040974576,-205.535040974576
12.8125,1.46875,8.625,-205.938988327718,-205.938988327718
12.8125,1.46875,8.875,-206.447668832576,-206.447668832576
13.4375,1.40625,8.625,-206.062544705102,-206.062544705102
13.4375,1.40625,8.875,-205.467611809123,-205.467611809123
13.4375,1.46875,8.625,-205.643454473587,-205.643454473587
13.4375,1.46875,8.875,-205.567276124343,-205.567276124343
14.0625,1.34375,8.875,-208.174080205456,-208.174080205456
14.0625,1.46875,8.375,-207.43091978248,-207.43091978248
14.0625,1.40625,8.625,-207.648465031907,-207.648465031907
14.0625,1.40625,8.875,-206.412065572637,-206.412065572637
14.0625,1.46875,8.625,-206.308346330827,-206.308346330827
